Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[297]    0.5    0.01    0.02 1162959         std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_get_pointer(std::_Any_data const&) [297]
                0.01    0.00 1163219/1163219     std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> const& std::_Any_data::_M_access<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >() const [407]
                0.01    0.00 1166415/1166415     std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> const* std::__addressof<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> const>(std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> const&) [573]
-----------------------------------------------
                0.00    0.04   99265/99265       std::_Tuple_impl<0ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, void>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [198]
[298]    0.5    0.00    0.04   99265         std::_Head_base<0ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, false>::_Head_base<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [298]
                0.00    0.04   99267/392285      std::vector<Math::Matrix, std::allocator<Math::Matrix> >::vector(std::vector<Math::Matrix, std::allocator<Math::Matrix> > const&) [116]
                0.00    0.00   99248/850683      std::vector<Math::Matrix, std::allocator<Math::Matrix> >& std::forward<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::remove_reference<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type&) [887]
-----------------------------------------------
                0.03    0.01 5604932/5604932     std::mutex::unlock() [300]
[299]    0.5    0.03    0.01 5604932         __gthread_mutex_unlock(pthread_mutex_t*) [299]
                0.01    0.00 5613097/12773250     __gthread_active_p() [348]
-----------------------------------------------
                0.00    0.04 5595315/5595315     std::unique_lock<std::mutex>::unlock() [207]
[300]    0.5    0.00    0.04 5595315         std::mutex::unlock() [300]
                0.03    0.01 5604932/5604932     __gthread_mutex_unlock(pthread_mutex_t*) [299]
-----------------------------------------------
                0.01    0.03 5444392/5444392     std::unique_lock<std::mutex>::unique_lock(std::mutex&) [133]
[301]    0.5    0.01    0.03 5444392         std::unique_lock<std::mutex>::lock() [301]
                0.01    0.02 5424194/5424194     std::mutex::lock() [350]
-----------------------------------------------
                0.01    0.00  531444/1698718     Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}::future({lambda()#1}&&) [368]
                0.02    0.01 1167274/1698718     Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}::future({lambda()#1}&&) [310]
[302]    0.5    0.03    0.01 1698718         std::shared_ptr<std::packaged_task<void ()> >::shared_ptr(std::shared_ptr<std::packaged_task<void ()> >&&) [302]
                0.01    0.00 1704791/1704791     std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>&&) [441]
                0.00    0.00 1702664/1702664     std::remove_reference<std::shared_ptr<std::packaged_task<void ()> >&>::type&& std::move<std::shared_ptr<std::packaged_task<void ()> >&>(std::shared_ptr<std::packaged_task<void ()> >&) [848]
-----------------------------------------------
                0.01    0.03 1702008/1702008     std::__uniq_ptr_data<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_impl() [280]
[303]    0.5    0.01    0.03 1702008         std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl() [303]
                0.01    0.02 1704006/1704006     std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::tuple<true, true>() [351]
-----------------------------------------------
                0.00    0.04 1587219/1587219     std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2> const&) [239]
[304]    0.5    0.00    0.04 1587219         std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2> const&) [304]
                0.00    0.03 1588167/4879967     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [149]
-----------------------------------------------
                0.03    0.01 2386598/2386598     std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::get_deleter() [306]
[305]    0.5    0.03    0.01 2386598         std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::_M_deleter() [305]
                0.00    0.01 2386523/2386523     std::tuple_element<1ul, std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter> >::type& std::get<1ul, std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>(std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&) [551]
-----------------------------------------------
                0.00    0.04 2383347/2383347     std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, void>(std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>&&) [94]
[306]    0.5    0.00    0.04 2383347         std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::get_deleter() [306]
                0.03    0.01 2386598/2386598     std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::_M_deleter() [305]
-----------------------------------------------
                0.00    0.04   93432/93432       std::_Tuple_impl<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [308]
[307]    0.5    0.00    0.04   93432         std::_Head_base<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, false>::_Head_base<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [307]
                0.00    0.04   93332/392285      std::vector<Math::Matrix, std::allocator<Math::Matrix> >::vector(std::vector<Math::Matrix, std::allocator<Math::Matrix> > const&) [116]
                0.00    0.00   93480/850683      std::vector<Math::Matrix, std::allocator<Math::Matrix> >& std::forward<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::remove_reference<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type&) [887]
-----------------------------------------------
                0.00    0.04   93404/93404       std::_Tuple_impl<0ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, void>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&, std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [198]
[308]    0.5    0.00    0.04   93404         std::_Tuple_impl<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> > >::_Tuple_impl<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [308]
                0.00    0.04   93432/93432       std::_Head_base<1ul, std::vector<Math::Matrix, std::allocator<Math::Matrix> >, false>::_Head_base<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::vector<Math::Matrix, std::allocator<Math::Matrix> >&) [307]
                0.00    0.00   93501/850683      std::vector<Math::Matrix, std::allocator<Math::Matrix> >& std::forward<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>(std::remove_reference<std::vector<Math::Matrix, std::allocator<Math::Matrix> >&>::type&) [887]
-----------------------------------------------
                0.00    0.00       7/260453      Math::Matrix::generateRandom(int, int, double) [722]
                0.00    0.01   92671/260453      Math::Matrix::iProd(Math::Matrix, Math::Matrix const&) [35]
                0.00    0.02  167775/260453      Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&) [15]
[309]    0.5    0.00    0.04  260453         Math::Matrix::Matrix(int, int, std::vector<double, std::allocator<double> > const&) [309]
                0.00    0.03  263452/6609718     std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [27]
                0.00    0.00  259437/5551531     std::vector<double, std::allocator<double> >::vector() [182]
                0.00    0.00  264491/9549935     std::vector<double, std::allocator<double> >::size() const [339]
-----------------------------------------------
                0.01    0.03 1169777/1169777     void std::_Function_base::_Base_manager<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::_M_create<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>(std::_Any_data&, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}&&, std::integral_constant<bool, false>) [243]
[310]    0.5    0.01    0.03 1169777         Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}::future({lambda()#1}&&) [310]
                0.02    0.01 1167274/1698718     std::shared_ptr<std::packaged_task<void ()> >::shared_ptr(std::shared_ptr<std::packaged_task<void ()> >&&) [302]
-----------------------------------------------
                0.00    0.04 1698189/1698189     std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::unique_ptr<std::__future_base::_Result_base::_Deleter, void>(std::__future_base::_Result<void>*) [212]
[311]    0.5    0.00    0.04 1698189         std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_impl(std::__future_base::_Result<void>*) [311]
                0.00    0.04 1697145/1697145     std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl(std::__future_base::_Result<void>*) [312]
-----------------------------------------------
                0.00    0.04 1697145/1697145     std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_impl(std::__future_base::_Result<void>*) [311]
[312]    0.5    0.00    0.04 1697145         std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl(std::__future_base::_Result<void>*) [312]
                0.01    0.01 1698289/1698289     std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>::tuple<true, true>() [366]
                0.01    0.01 1708146/11506648     std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::_M_ptr() [189]
-----------------------------------------------
                0.00    0.00       7/9297560     Math::Matrix::generateRandom(int, int, double) [722]
                0.00    0.00    4600/9297560     generateData(int) [611]
                0.00    0.00   99724/9297560     Math::Matrix::iProd(Math::Matrix, Math::Matrix const&) [35]
                0.00    0.00  199574/9297560     Math::Matrix::oProd(Math::Matrix const&, Math::Matrix const&) [15]
                0.00    0.00  260220/9297560     Math::Matrix::operator*=(Math::Matrix const&) [14]
                0.00    0.00  421976/9297560     std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [294]
                0.00    0.00  564052/9297560     std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [416]
                0.00    0.00  599938/9297560     std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [226]
                0.03    0.00 7147469/9297560     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [331]
[313]    0.5    0.04    0.00 9297560         std::allocator<double>::~allocator() [313]
-----------------------------------------------
                0.00    0.00  538511/6755659     std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [48]
                0.00    0.00  542400/6755659     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::packaged_task<void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [55]
                0.00    0.00  550392/6755659     std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [67]
                0.01    0.00 1156881/6755659     std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [32]
                0.01    0.00 1158825/6755659     std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [23]
                0.01    0.00 1164788/6755659     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::packaged_task<void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&) [29]
                0.01    0.00 1643862/6755659     std::_Sp_ebo_helper<0, std::allocator<std::packaged_task<void ()> >, true>::~_Sp_ebo_helper() [364]
[314]    0.5    0.04    0.00 6755659         std::allocator<std::packaged_task<void ()> >::~allocator() [314]
-----------------------------------------------
                0.00    0.04  686276/686276      std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::operator bool() const [316]
[315]    0.5    0.00    0.04  686276         std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::get() const [315]
                0.00    0.04  686272/686272      std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::_M_ptr() const [317]
-----------------------------------------------
                0.00    0.04  686276/686276      std::__future_base::_State_baseV2::_M_break_promise(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>) [231]
[316]    0.5    0.00    0.04  686276         std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::operator bool() const [316]
                0.00    0.04  686276/686276      std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::get() const [315]
-----------------------------------------------
                0.00    0.04  686272/686272      std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::get() const [315]
[317]    0.5    0.00    0.04  686272         std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::_M_ptr() const [317]
                0.02    0.01  686263/686263      std::tuple_element<0ul, std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> >::type const& std::get<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> const&) [318]
-----------------------------------------------
                0.02    0.01  686263/686263      std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::_M_ptr() const [317]
[318]    0.5    0.02    0.01  686263         std::tuple_element<0ul, std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> >::type const& std::get<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> const&) [318]
                0.01    0.01  686247/686247      std::__future_base::_Result_base* const& std::__get_helper<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::_Tuple_impl<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> const&) [431]
-----------------------------------------------
                0.00    0.00  546037/10436871     std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_Impl::_Impl<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [365]
                0.00    0.00  546478/10436871     decltype (::new ((void*)(0)) std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>((declval<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>)(), (declval<std::allocator<int> const&>)())) std::construct_at<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [169]
                0.00    0.00  546507/10436871     std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [173]
                0.00    0.00  546887/10436871     void std::allocator_traits<std::allocator<int> >::construct<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::allocator<int>&, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [154]
                0.00    0.00  547449/10436871     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [115]
                0.00    0.00  547918/10436871     std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [119]
                0.00    0.00  549782/10436871     std::shared_ptr<std::packaged_task<void ()> > std::make_shared<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [48]
                0.00    0.00  550143/10436871     std::shared_ptr<std::__future_base::_Task_state_base<void ()> > std::__create_task_state<void (), Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> >(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [84]
                0.00    0.00  550239/10436871     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::packaged_task<void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [55]
                0.00    0.00  550318/10436871     std::__shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [109]
                0.00    0.00  550389/10436871     std::shared_ptr<std::packaged_task<void ()> > std::allocate_shared<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::allocator<std::packaged_task<void ()> > const&, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [50]
                0.00    0.00  550520/10436871     std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> > std::allocate_shared<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>, std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::allocator<int> const&, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [102]
                0.00    0.00  550546/10436871     void std::allocator_traits<std::allocator<std::packaged_task<void ()> > >::construct<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::allocator<std::packaged_task<void ()> >&, std::packaged_task<void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [72]
                0.00    0.00  550561/10436871     std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [53]
                0.00    0.00  550576/10436871     std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()> >::shared_ptr<std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int> const&>(std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&) [105]
                0.00    0.00  550624/10436871     std::packaged_task<void ()>::packaged_task<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, void>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [78]
                0.00    0.00  550625/10436871     std::shared_ptr<std::packaged_task<void ()> >::shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [52]
                0.00    0.00  550633/10436871     std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [67]
                0.00    0.00  550639/10436871     decltype (::new ((void*)(0)) std::packaged_task<void ()>((declval<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>)())) std::construct_at<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::packaged_task<void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&) [77]
